_id,Quarter,HB,HBQF,HBName,HBNameQF,ADPName,ADPNameQF,ServiceType,ServiceTypeQF,SubstanceType,SubstanceTypeQF,Measure,Waited_1_week_or_less,Waited_more_than_1_week_but_within_2_weeks,Waited_more_than_2_week_but_within_3_weeks,Waited_more_than_3_week_but_within_4_weeks,Waited_more_than_4_week_but_within_8_weeks,Waited_more_than_8_week_but_within_12_weeks,Waited_more_than_12_week_but_within_26_weeks,Waited_more_than_26_week_but_within_52_weeks,Waited_more_than_52_week,LDP_standard_waited_3_weeks_or_less,LDP_standard_waited_more_than_3_weeks,Median_length_of_wait_days
2088,Q4 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Alcohol,"",Number,215,144,125,45,39,9,8,2,0,484,103,12
2089,Q4 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Alcohol,"",Number,1,5,1,0,0,0,0,0,0,7,0,13
2090,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Alcohol,"",Number,230,161,105,29,27,13,6,1,0,496,76,11
2091,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Alcohol,"",Number,225,155,103,29,27,13,6,1,0,483,76,11
2092,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Alcohol,"",Number,5,6,2,0,0,0,0,0,0,13,0,12
2093,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Alcohol,"",Number,250,150,102,36,67,15,12,0,0,502,130,11
2094,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Alcohol,"",Number,240,146,102,36,67,15,12,0,0,488,130,11
2095,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Alcohol,"",Number,10,4,0,0,0,0,0,0,0,14,0,6.5
2096,Q2 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,All,d,Number,493,260,178,75,114,35,33,12,0,931,269,10
2097,Q2 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",All,d,Number,418,217,168,75,113,34,32,12,0,803,266,11
2098,Q2 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",All,d,Number,75,43,10,0,1,1,1,0,0,128,3,6
2099,Q3 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,All,d,Number,465,285,174,51,96,43,37,0,0,924,227,10
2100,Q3 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",All,d,Number,383,250,167,48,95,41,37,0,0,800,221,12
2101,Q3 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",All,d,Number,82,35,7,3,1,2,0,0,0,124,6,5
2102,Q4 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,All,d,Number,620,303,232,72,82,21,20,2,1,1155,198,9
2103,Q4 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",All,d,Number,507,268,225,72,81,21,20,2,0,1000,196,10
2104,Q4 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",All,d,Number,113,35,7,0,1,0,0,0,1,155,2,0
2105,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,All,d,Number,605,373,196,56,63,29,9,1,0,1174,158,8
2106,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",All,d,Number,501,332,181,55,62,29,9,1,0,1014,156,9
2107,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",All,d,Number,104,41,15,1,1,0,0,0,0,160,2,4
2108,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,All,d,Number,603,311,208,72,105,22,15,0,0,1122,214,9
2109,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",All,d,Number,550,291,197,72,101,22,15,0,0,1038,210,9
2110,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",All,d,Number,53,20,11,0,4,0,0,0,0,84,4,6
2111,Q2 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Co-dependency,"",Number,54,38,28,8,9,4,1,0,0,120,22,11
2112,Q2 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Co-dependency,"",Number,48,33,23,8,9,4,1,0,0,104,22,11
2113,Q2 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Co-dependency,"",Number,6,5,5,0,0,0,0,0,0,16,0,10
2114,Q3 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Co-dependency,"",Number,67,40,25,3,11,7,1,0,0,132,22,9
2115,Q3 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Co-dependency,"",Number,43,31,24,1,11,7,1,0,0,98,20,12
2116,Q3 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Co-dependency,"",Number,24,9,1,2,0,0,0,0,0,34,2,4.5
2117,Q4 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Co-dependency,"",Number,68,38,33,7,8,5,2,0,0,139,22,10
2118,Q4 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Co-dependency,"",Number,53,30,31,7,8,5,2,0,0,114,22,11.5
2119,Q4 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Co-dependency,"",Number,15,8,2,0,0,0,0,0,0,25,0,7
2120,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Co-dependency,"",Number,61,57,32,6,5,1,0,0,0,150,12,10
2121,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Co-dependency,"",Number,46,47,30,6,5,1,0,0,0,123,12,11
2122,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Co-dependency,"",Number,15,10,2,0,0,0,0,0,0,27,0,4
2123,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Co-dependency,"",Number,67,48,31,9,9,2,1,0,0,146,21,9
2124,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Co-dependency,"",Number,64,42,28,9,9,2,1,0,0,134,21,9
2125,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Co-dependency,"",Number,3,6,3,0,0,0,0,0,0,12,0,10
2126,Q2 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Drug,"",Number,266,106,69,28,52,12,6,2,0,441,100,8
2127,Q2 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Drug,"",Number,198,72,66,28,51,12,5,2,0,336,98,9
2128,Q2 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Drug,"",Number,68,34,3,0,1,0,1,0,0,105,2,4
2129,Q3 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Drug,"",Number,227,105,52,22,38,17,15,0,0,384,92,8
2130,Q3 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Drug,"",Number,176,83,47,21,37,15,15,0,0,306,88,9
2131,Q3 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Drug,"",Number,51,22,5,1,1,2,0,0,0,78,4,5
2132,Q4 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Drug,"",Number,336,116,73,20,35,7,10,0,1,525,73,6
2133,Q4 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Drug,"",Number,239,94,69,20,34,7,10,0,0,402,71,7
2134,Q4 2022/2023,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Drug,"",Number,97,22,4,0,1,0,0,0,1,123,2,0
2135,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Drug,"",Number,314,155,59,21,31,15,3,0,0,528,70,7
2136,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Drug,"",Number,230,130,48,20,30,15,3,0,0,408,68,8
2137,Q1 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Drug,"",Number,84,25,11,1,1,0,0,0,0,120,2,2.5
2138,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,All services,d,Drug,"",Number,286,113,75,27,29,5,2,0,0,474,63,7
2139,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Community-based service,"",Drug,"",Number,246,103,67,27,25,5,2,0,0,416,59,7
2140,Q2 2023/2024,S08000024,"",NHS Lothian,"",All NHS Lothian ADPs,d,Prison-based service,"",Drug,"",Number,40,10,8,0,4,0,0,0,0,58,4,4
2141,Q2 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Alcohol,"",Number,1,2,1,1,0,0,0,0,0,4,1,14
2142,Q2 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Alcohol,"",Number,1,2,1,1,0,0,0,0,0,4,1,14
2143,Q3 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Alcohol,"",Number,4,0,0,1,0,0,0,0,0,4,1,5
2144,Q3 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Alcohol,"",Number,4,0,0,1,0,0,0,0,0,4,1,5
2145,Q4 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Alcohol,"",Number,5,2,2,1,0,0,0,0,0,9,1,10
2146,Q4 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Alcohol,"",Number,5,2,2,1,0,0,0,0,0,9,1,10
2147,Q1 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Alcohol,"",Number,3,4,1,0,0,0,0,0,0,8,0,10
2148,Q1 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Alcohol,"",Number,3,4,1,0,0,0,0,0,0,8,0,10
2149,Q2 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Alcohol,"",Number,3,4,5,1,0,0,0,0,0,12,1,14
2150,Q2 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Alcohol,"",Number,3,4,5,1,0,0,0,0,0,12,1,14
2151,Q2 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,All,d,Number,3,2,1,1,0,0,0,0,0,6,1,8
2152,Q2 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",All,d,Number,3,2,1,1,0,0,0,0,0,6,1,8
2153,Q3 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,All,d,Number,4,0,1,1,0,0,0,0,0,5,1,6
2154,Q3 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",All,d,Number,4,0,1,1,0,0,0,0,0,5,1,6
2155,Q4 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,All,d,Number,8,3,4,2,0,0,0,0,0,15,2,8
2156,Q4 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",All,d,Number,8,3,4,2,0,0,0,0,0,15,2,8
2157,Q1 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,All,d,Number,4,5,1,0,0,0,0,0,0,10,0,10
2158,Q1 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",All,d,Number,4,5,1,0,0,0,0,0,0,10,0,10
2159,Q2 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,All,d,Number,5,4,7,1,0,0,0,0,0,16,1,14
2160,Q2 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",All,d,Number,5,4,7,1,0,0,0,0,0,16,1,14
2161,Q2 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2162,Q2 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2163,Q3 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Co-dependency,"",Number,0,0,1,0,0,0,0,0,0,1,0,16
2164,Q3 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Co-dependency,"",Number,0,0,1,0,0,0,0,0,0,1,0,16
2165,Q4 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2166,Q4 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2167,Q1 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2168,Q1 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2169,Q2 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2170,Q2 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2171,Q2 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Drug,"",Number,2,0,0,0,0,0,0,0,0,2,0,3.5
2172,Q2 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Drug,"",Number,2,0,0,0,0,0,0,0,0,2,0,3.5
2173,Q3 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Drug,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2174,Q3 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Drug,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2175,Q4 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Drug,"",Number,3,1,2,1,0,0,0,0,0,6,1,8
2176,Q4 2022/2023,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Drug,"",Number,3,1,2,1,0,0,0,0,0,6,1,8
2177,Q1 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Drug,"",Number,1,1,0,0,0,0,0,0,0,2,0,7.5
2178,Q1 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Drug,"",Number,1,1,0,0,0,0,0,0,0,2,0,7.5
2179,Q2 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,All services,d,Drug,"",Number,2,0,2,0,0,0,0,0,0,4,0,9.5
2180,Q2 2023/2024,S08000025,"",NHS Orkney,"",All NHS Orkney ADPs,d,Community-based service,"",Drug,"",Number,2,0,2,0,0,0,0,0,0,4,0,9.5
2181,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Alcohol,"",Number,59,58,37,30,66,12,5,0,1,154,114,18
2182,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Alcohol,"",Number,59,58,37,30,66,12,5,0,1,154,114,18
2183,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2184,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Alcohol,"",Number,109,59,43,22,40,6,9,0,0,211,77,11
2185,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Alcohol,"",Number,109,59,43,22,39,6,9,0,0,211,76,11
2186,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Alcohol,"",Number,0,0,0,0,1,0,0,0,0,0,1,29
2187,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Alcohol,"",Number,129,64,67,7,6,0,0,0,0,260,13,8
2188,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Alcohol,"",Number,129,64,67,7,6,0,0,0,0,260,13,8
2189,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2190,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Alcohol,"",Number,130,54,75,22,6,1,0,0,0,259,29,10
2191,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Alcohol,"",Number,130,54,75,22,6,1,0,0,0,259,29,10
2192,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2193,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Alcohol,"",Number,147,74,71,7,7,1,0,0,0,292,15,8
2194,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Alcohol,"",Number,147,74,71,7,7,1,0,0,0,292,15,8
2195,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2196,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,All,d,Number,165,107,69,50,87,18,7,1,1,341,164,14
2197,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",All,d,Number,157,98,58,44,84,18,7,1,1,313,155,14
2198,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",All,d,Number,8,9,11,6,3,0,0,0,0,28,9,15
2199,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,All,d,Number,240,100,73,26,50,9,15,0,0,413,100,8
2200,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",All,d,Number,235,91,68,23,45,9,15,0,0,394,92,8
2201,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",All,d,Number,5,9,5,3,5,0,0,0,0,19,8,14
2202,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,All,d,Number,258,98,92,15,23,3,0,0,0,448,41,7
2203,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",All,d,Number,257,95,88,10,14,0,0,0,0,440,24,6
2204,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",All,d,Number,1,3,4,5,9,3,0,0,0,8,17,28
2205,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,All,d,Number,266,86,108,29,17,2,1,0,0,460,49,7
2206,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",All,d,Number,263,84,100,25,8,1,0,0,0,447,34,6
2207,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",All,d,Number,3,2,8,4,9,1,1,0,0,13,15,23
2208,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,All,d,Number,309,111,96,12,21,4,0,0,0,516,37,6
2209,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",All,d,Number,290,111,90,10,11,1,0,0,0,491,22,6
2210,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",All,d,Number,19,0,6,2,10,3,0,0,0,25,15,15
2211,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Co-dependency,"",Number,11,7,4,1,3,2,0,0,0,22,6,11
2212,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Co-dependency,"",Number,11,6,4,1,3,2,0,0,0,21,6,10
2213,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Co-dependency,"",Number,0,1,0,0,0,0,0,0,0,1,0,13
2214,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Co-dependency,"",Number,14,4,8,1,2,1,0,0,0,26,4,8.5
2215,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Co-dependency,"",Number,14,4,8,1,2,1,0,0,0,26,4,8.5
2216,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2217,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Co-dependency,"",Number,8,4,7,1,3,0,0,0,0,19,4,13
2218,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Co-dependency,"",Number,8,4,7,1,3,0,0,0,0,19,4,13
2219,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2220,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Co-dependency,"",Number,16,5,11,0,0,0,0,0,0,32,0,8
2221,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Co-dependency,"",Number,16,5,11,0,0,0,0,0,0,32,0,8
2222,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
2223,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Co-dependency,"",Number,15,5,8,3,0,0,0,0,0,28,3,8
2224,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Co-dependency,"",Number,14,5,8,3,0,0,0,0,0,27,3,8.5
2225,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Co-dependency,"",Number,1,0,0,0,0,0,0,0,0,1,0,0
2226,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Drug,"",Number,95,42,28,19,18,4,2,1,0,165,44,9
2227,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Drug,"",Number,87,34,17,13,15,4,2,1,0,138,35,7
2228,Q2 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Drug,"",Number,8,8,11,6,3,0,0,0,0,27,9,15.5
2229,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Drug,"",Number,117,37,22,3,8,2,6,0,0,176,19,6
2230,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Drug,"",Number,112,28,17,0,4,2,6,0,0,157,12,4
2231,Q3 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Drug,"",Number,5,9,5,3,4,0,0,0,0,19,7,14
2232,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Drug,"",Number,121,30,18,7,14,3,0,0,0,169,24,5
2233,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Drug,"",Number,120,27,14,2,5,0,0,0,0,161,7,3
2234,Q4 2022/2023,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Drug,"",Number,1,3,4,5,9,3,0,0,0,8,17,28
2235,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Drug,"",Number,120,27,22,7,11,1,1,0,0,169,20,4
2236,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Drug,"",Number,117,25,14,3,2,0,0,0,0,156,5,2
2237,Q1 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Drug,"",Number,3,2,8,4,9,1,1,0,0,13,15,23
2238,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,All services,d,Drug,"",Number,147,32,17,2,14,3,0,0,0,196,19,2
2239,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Community-based service,"",Drug,"",Number,129,32,11,0,4,0,0,0,0,172,4,1
2240,Q2 2023/2024,S08000030,"",NHS Tayside,"",All NHS Tayside ADPs,d,Prison-based service,"",Drug,"",Number,18,0,6,2,10,3,0,0,0,24,15,15
2241,Q2 2022/2023,S08000028,"",NHS Western Isles,"",All NHS Western Isles ADPs,d,All services,d,Alcohol,"",Number,14,4,0,0,0,0,0,0,0,18,0,5.5
2242,Q2 2022/2023,S08000028,"",NHS Western Isles,"",All NHS Western Isles ADPs,d,Community-based service,"",Alcohol,"",Number,14,4,0,0,0,0,0,0,0,18,0,5.5
2243,Q3 2022/2023,S08000028,"",NHS Western Isles,"",All NHS Western Isles ADPs,d,All services,d,Alcohol,"",Number,6,3,1,0,1,0,0,0,0,10,1,7
2244,Q3 2022/2023,S08000028,"",NHS Western Isles,"",All NHS Western Isles ADPs,d,Community-based service,"",Alcohol,"",Number,6,3,1,0,1,0,0,0,0,10,1,7
2245,Q4 2022/2023,S08000028,"",NHS Western Isles,"",All NHS Western Isles ADPs,d,All services,d,Alcohol,"",Number,6,1,0,1,0,0,0,0,0,7,1,5.5
